사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,총면적,의료인수,입원실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,진료과목내용,진료과목내용명,의료기관종별명,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,병상수,휴업시작일자,휴업종료일자,소재지전화번호
금강치과의원,치과의원,2011-12-30,198236.296378418,446262.544080318,2026-04-25 22:30:25,I,03,폐업,58.34,1,0,2011-12-30 11:51:16,,2009-01-02,140-907,서울특별시 용산구 이촌동 301번지 160호 21동 가002호,201 204 207 210 202 205 208 401 203 206 209,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 구강악안면방사선과, 구강병리과, 예방치과, 치과",치과의원,PHMA120093020033041100001,3020000,"서울특별시 용산구 이촌로 303 (이촌동,21동 가002호)",,03,폐업,0,,,
연세제일의원,의원,2015-02-18,196252.288320072,448722.260917391,2026-04-25 22:30:25,I,03,폐업,145.32,1,0,2015-02-13 14:47:40,,2009-03-09,140-897,"서울특별시 용산구 효창동 5번지 219호 지상 1,2층",101 104 113 122 105 111 114,"내과, 외과, 정형외과, 소아청소년과, 이비인후과, 피부과, 가정의학과",의원,PHMA120093020033041100003,3020000,"서울특별시 용산구 백범로 259 (효창동,지상 1,2층)",,03,폐업,0,,,02-703-9907
강치과의원,치과의원,2010-08-31,197293.23335375,449201.143111942,2026-04-25 22:30:25,I,03,폐업,79.58,1,0,2010-08-31 18:10:45,,2009-04-29,140-132,서울특별시 용산구 청파동2가 90번지 3호 3층,401,치과,치과의원,PHMA120093020033041100005,3020000,"서울특별시 용산구 청파로47길 4 (청파동2가,3층)",,03,폐업,0,,,
용화당한의원,한의원,2009-12-24,197696.554119247,448201.408007138,2026-04-25 22:30:25,I,03,폐업,26.99,1,0,2009-12-24 17:01:56,,2009-05-26,140-011,서울특별시 용산구 한강로1가 17번지 1호 1층,301 304 307 302 305 308 303 306,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120093020033041100008,3020000,"서울특별시 용산구 한강대로 198-1 (한강로1가,1층)",,03,폐업,0,,,
다시서기의원,의원,2013-06-04,197467.136866231,450003.104806427,2026-04-25 22:30:25,I,03,폐업,119.18,6,0,2013-06-04 13:31:18,,2009-07-14,140-821,"서울특별시 용산구 동자동 43번지 64호 , 43번지 121호 1층",101 104 113 114 103 112,"내과, 정신건강의학과, 외과, 안과, 이비인후과, 피부과",의원,PHMA120093020033041100012,3020000,"서울특별시 용산구 한강대로 379-2 (동자동,, 43번지 121호 1층)",,03,폐업,0,,,
소마그린한의원,한의원,2009-12-31,199525.784740041,447680.995740575,2026-04-25 22:30:25,I,03,폐업,180.61,1,0,2009-12-31 10:23:16,,2009-07-15,140-858,서울특별시 용산구 이태원1동 21번지 3호 2층,301 304 307 302 305 308 303 306,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120093020033041100013,3020000,"서울특별시 용산구 보광로 94 (이태원동,2층)",,03,폐업,0,,,
용산보화당한의원,한의원,2012-10-19,197479.1244603,447637.347182074,2026-04-25 22:30:25,I,03,폐업,136,1,0,2012-10-22 09:08:45,,2009-07-22,140-012,서울특별시 용산구 한강로2가 55번지 지하1층,301 304 307 302 305 308 303 306,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120093020033041100014,3020000,"서울특별시 용산구 한강대로40가길 24 (한강로2가,지하1층)",,03,폐업,0,,,
뉴욕컬럼비아치과의원,치과의원,2018-08-10,199512.961015023,448062.701449536,2026-04-25 22:30:25,I,03,폐업,123.25,2,0,2018-08-10 09:58:40,,2009-08-10,140-858,서울특별시 용산구 이태원1동 123번지 26호 3층,401,치과,치과의원,PHMA120093020033041100015,3020000,"서울특별시 용산구 이태원로 191 (이태원동,3층)",,03,폐업,0,,,
석플란트치과의원,치과의원,2010-09-28,197474.673294114,450229.427777316,2026-04-25 22:30:25,I,03,폐업,43.6,1,0,2010-09-28 17:10:56,,2009-09-03,140-821,서울특별시 용산구 동자동 43번지 198호 4층,401,치과,치과의원,PHMA120093020033041100016,3020000,"서울특별시 용산구 한강대로 403 (동자동,4층)",,03,폐업,0,,,02-777-0001
비타마취통증의학과의원,의원,2010-12-30,196409.242763396,448131.374883013,2026-04-25 22:30:25,I,03,폐업,114.62,3,0,2010-12-30 10:21:59,,2009-09-15,140-848,"서울특별시 용산구 원효로3가 1번지 33호 2층 201호, 202호",101 109 114 105,"내과, 정형외과, 마취통증의학과, 피부과",의원,PHMA120093020033041100018,3020000,"서울특별시 용산구 원효로41길 53 (원효로3가,2층 201호, 202호)",,03,폐업,0,,,
리더스치과의원,치과의원,2024-10-02,196149.859380737,448581.975861465,2026-04-25 22:30:25,I,03,폐업,84.89,1,0,2024-10-02 15:27:32,,2009-09-28,140-748,서울특별시 용산구 도원동 28번지 삼성래미안아파트상가 306호,401,치과,치과의원,PHMA120093020033041100019,3020000,"서울특별시 용산구 새창로 70 (도원동,삼성래미안아파트상가 306호)",04354,03,폐업,0,,,
빈센트의원,의원,2013-07-10,199547.510122734,448064.05638962,2026-04-25 22:30:25,I,03,폐업,99.33,1,0,2013-07-10 10:45:49,,2009-12-24,140-858,서울특별시 용산구 이태원1동 124번지 5호 3층,114 108 104 122,"외과, 성형외과, 피부과, 가정의학과",의원,PHMA120093020033041100020,3020000,"서울특별시 용산구 이태원로 195, 3층 (이태원동)",,03,폐업,0,,,02-507-8000
