사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
힐스템 신당점,2025-06-30,201402.719012532,451371.925863876,2026-04-28 22:32:46,I,03,폐업,2025-07-01 17:04:03,,2024-08-23,,서울특별시 중구 신당동 ***-*,PHMG120243010033047000061,3010000,"서울특별시 중구 퇴계로**길 **, *층 (신당동)",04585,03,폐업,,,,
다양무역,,201333.051784092,451598.479736791,2026-04-28 22:32:46,I,13,영업중,2025-02-26 16:14:43,,2025-02-25,,서울특별시 중구 흥인동 *** 럭키 프라자,PHMG120253010033047000015,3010000,"서울특별시 중구 다산로 ***, 럭키 프라자 *층 (흥인동)",04569,01,영업/정상,,,,
이마트24중구가톨릭점,,197036.542728288,450756.028376469,2026-04-28 22:32:46,I,13,영업중,2024-08-14 09:06:14,,2024-08-12,,서울특별시 중구 중림동 ***-* 가톨릭출판사,PHMG120243010033047000052,3010000,"서울특별시 중구 중림로 **, 가톨릭출판사 *층 (중림동)",04506,01,영업/정상,,,,
샤인덴탈 중앙점,2016-08-31,197175.200250032,450823.319779918,2026-04-28 22:32:34,I,03,폐업,2016-08-31 13:33:28,,2016-01-13,,서울특별시 중구 중림동 **번지 *호,PHMG120163010033047000004,3010000,"서울특별시 중구 청파로 ***, *층 (중림동, 신흥빌딩)",04510,03,폐업,,,,
그레이스리뷰티라인,,198447.629369307,450791.988371166,2026-04-28 22:32:20,I,13,영업중,2019-04-26 11:26:40,,2011-04-27,,서울특별시 중구 회현동*가 **번지 쌍용남산플래티넘 ***호,PHMG120113010033047000031,3010000,"서울특별시 중구 소공로 **, ***호 (회현동*가, 쌍용남산플래티넘)",04631,01,영업/정상,,,,
캐롯매테리얼즈,,200875.959598982,450475.271041852,2026-04-28 22:32:46,I,13,영업중,2025-02-20 11:21:13,,2025-02-17,,서울특별시 중구 신당동 ***-*,PHMG120253010033047000012,3010000,"서울특별시 중구 동호로**길 **, *층 ***호 (신당동)",04607,01,영업/정상,,,,
(주)코리아세븐 약수시장점,2019-10-15,200858.339091968,450049.376670602,2026-04-28 22:32:35,I,03,폐업,2019-10-17 18:11:27,,2017-01-23,,서울특별시 중구 신당동 ***번지 *호 외 *필지 *층,PHMG120173010033047000012,3010000,"서울특별시 중구 다산로*길 **, 외 *필지 *층 (신당동)",04597,03,폐업,,,02-2231-0763,
한빛나노메디칼,2011-05-09,201501.488617913,451419.199682443,2026-04-28 22:32:13,I,03,폐업,2011-05-09 15:33:43,,2010-09-07,100-819,서울특별시 중구 신당*동 ***번지 **호 *층,PHMG120103010033047000090,3010000,"서울특별시 중구 다산로**길 ** (신당동,*층)",,03,폐업,,,22316545,
현석공예.현석메디칼,2016-10-12,198073.063552064,450876.729406983,2026-04-28 22:32:28,I,03,폐업,2016-10-12 17:28:07,,2014-10-21,100-804,"서울특별시 중구 남창동 *번지 삼익패션타운 ***호,***호",PHMG120143010033047000069,3010000,"서울특별시 중구 남대문시장*길 *, ***,***호 (남창동, 삼익패션타운)",04529,03,폐업,,,,
웰라운드 무역,,198123.904576393,451671.110698942,2026-04-28 22:32:44,I,13,영업중,2022-02-23 20:44:07,,2022-02-22,,서울특별시 중구 무교동 **,PHMG120223010033047000093,3010000,"서울특별시 중구 무교로 **, *층 ***호 (무교동)",04522,01,영업/정상,,,070-8064-2507,
한국크레오스(주),2023-05-24,198068.059896866,451666.732613608,2026-04-28 22:32:43,I,03,폐업,2023-05-24 09:52:17,,2022-01-26,,서울특별시 중구 무교동 **-*,PHMG120223010033047000012,3010000,"서울특별시 중구 무교로 **, ****호 (무교동)",04520,03,폐업,,,02-777-4857,
씨제이올리브영(주) 명동중앙점,,198517.053029629,451032.006873384,2026-04-28 22:32:15,I,13,영업중,2023-02-16 10:36:55,,2010-10-28,,서울특별시 중구 충무로*가 **-*,PHMG120103010033047000108,3010000,"서울특별시 중구 명동*나길 **, *층, *층 (충무로*가)",04536,01,영업/정상,,,02-772-9230,
씨유 광희금호점,2016-12-30,200394.851756721,451398.897492225,2026-04-28 22:32:28,I,03,폐업,2016-12-30 13:53:32,,2014-11-04,100-411,서울특별시 중구 광희동*가 **번지 *호 금호트윈오피스텔 *동 ***호,PHMG120143010033047000110,3010000,"서울특별시 중구 마른내로 ***, *동 ***호 (광희동*가, 금호트윈오피스텔)",04561,03,폐업,,,,
(주)동국홀딩스,2018-11-12,199306.091954038,451115.420348557,2026-04-28 22:32:34,I,24,직권폐업,2018-11-14 09:31:21,,2016-03-30,,서울특별시 중구 충무로*가 **번지 *호,PHMG120163010033047000028,3010000,"서울특별시 중구 충무로 **, ****호 (충무로*가, 엘크루메트로시티)",04554,04,취소/말소/만료/정지/중지,,,,
종로의료기,2023-07-25,198983.521293733,451368.060194146,2026-04-28 22:32:36,I,03,폐업,2023-07-25 16:49:12,,2017-10-27,,서울특별시 중구 저동*가 **번지 *호 ***호,PHMG120173010033047000080,3010000,"서울특별시 중구 마른내로 **, ***호 (저동*가)",04552,03,폐업,,,,
세븐2943호점(명동성당점),2021-02-24,198658.240957681,451273.716592846,2026-04-28 22:32:29,I,03,폐업,2021-02-24 17:44:23,,2014-12-03,100-809,서울특별시 중구 명동*가 *번지 **호 한송빌딩 지하층,PHMG120143010033047000164,3010000,"서울특별시 중구 명동길 **, 지하층 (명동*가, 한송빌딩)",04537,03,폐업,,,,
(주)코리아세븐 청계퍼시픽점,,198007.312899736,451837.180272831,2026-04-28 22:32:42,I,13,영업중,2024-02-23 19:33:47,,2021-05-07,,서울특별시 중구 무교동 **,PHMG120213010033047000091,3010000,"서울특별시 중구 청계천로 *, *층 (무교동)",04520,01,영업/정상,,,,
덴탈웨이,,197638.403594278,451154.232387243,2026-04-28 22:32:41,I,13,영업중,2021-04-21 14:45:10,,2021-04-20,,서울특별시 중구 서소문동 **-** 유원빌딩,PHMG120213010033047000038,3010000,"서울특별시 중구 서소문로 ***, 유원빌딩 **층 ****호 (서소문동)",04513,01,영업/정상,,,,
인성,2021-06-18,200487.85869674,451841.55172878,2026-04-28 22:32:39,I,03,폐업,2021-06-18 16:27:53,,2020-02-17,,서울특별시 중구 을지로*가 **번지 **호 통일종합의류상가,PHMG120203010033047000011,3010000,"서울특별시 중구 청계천로 ***-**, 통일종합의류상가 A동 *층 **호 (을지로*가)",04563,03,폐업,,,02-2279-3114,
중앙사,2013-05-02,201585.646021087,451516.994656249,2026-04-28 22:32:13,I,03,폐업,2013-05-02 16:31:00,,2010-08-19,100-869,서울특별시 중구 황학동 ***번지 *층,PHMG120103010033047000081,3010000,"서울특별시 중구 퇴계로 ***-* (황학동,*층)",,03,폐업,,,,
(주)바디프랜드 롯데백화점 본점,,198259.65357739,451392.198218657,2026-04-28 22:32:40,I,13,영업중,2025-10-10 09:05:54,,2020-08-14,,서울특별시 중구 소공동 *,PHMG120203010033047000077,3010000,"서울특별시 중구 남대문로 **, *층 (소공동)",04533,01,영업/정상,,,02-772-3910,
(주)우리덴탈,,197472.724851761,450649.533055158,2026-04-28 22:32:26,I,13,영업중,2024-06-25 10:49:13,,2014-03-28,100-800,서울특별시 중구 봉래동*가 ***번지 *호 한일빌딩 ***호,PHMG120143010033047000026,3010000,"서울특별시 중구 통일로 **, ***호 (봉래동*가, 한일빌딩)",04512,01,영업/정상,,,070-4640-0406,
한국천기권,2025-07-04,200817.3218528,450240.079713616,2026-04-28 22:32:46,I,03,폐업,2025-07-04 16:25:44,,2025-07-04,,서울특별시 중구 신당동 ***-** 약수JK빌딩,PHMG120243010033047000025,3010000,"서울특별시 중구 다산로**길 *, 약수JK빌딩 지하*층 (신당동)",04598,03,폐업,,,02-465-4115,
(주)명성씨앤앰,,197535.546083504,450745.808293456,2026-04-28 22:32:32,I,15,전출,2020-04-10 11:05:38,,2015-09-10,,서울특별시 중구 봉래동*가 **번지 *호 오현 ***호,PHMG120153010033047000117,3010000,"서울특별시 중구 세종대로*길 **, 오현 ***호 (봉래동*가)",04512,05,제외/삭제/전출,,,02-777-5344,
지에스25 솔라고크라운점,,199367.549270744,451152.070282241,2026-04-28 22:32:46,I,13,영업중,2024-08-20 16:01:56,,2024-08-20,,서울특별시 중구 충무로*가 ***,PHMG120243010033047000060,3010000,"서울특별시 중구 충무로*길 *, *층 ***,***호 (충무로*가)",04556,01,영업/정상,,,,
하니무역,2011-05-24,197700.367608527,450733.831413898,2026-04-28 22:31:58,I,03,폐업,2011-05-24 13:28:17,,2004-12-14,100-800,서울특별시 중구 남대문로*가 **번지 *호 청송빌딩 ***호,PHMG120043010033047000025,3010000,"서울특별시 중구 세종대로 ** (남대문로*가,청송빌딩 ***호)",,03,폐업,,,,
씨유 서소문삼성점,,197676.316050973,451123.076353142,2026-04-28 22:32:44,I,13,영업중,2022-02-04 14:15:06,,2022-01-31,,서울특별시 중구 서소문동 ***-**,PHMG120223010033047000017,3010000,"서울특별시 중구 세종대로**길 **, *층 (서소문동)",04513,01,영업/정상,,,02-755-4015,
카리스메디칼,2011-05-27,200544.610709636,451376.853057609,2026-04-28 22:32:10,I,03,폐업,2011-05-27 13:39:38,,2009-07-16,100-411,서울특별시 중구 광희동*가 ***번지 *호 ***호,PHMG120093010033047000046,3010000,,,03,폐업,,,,
(주)다비치안경체인,2024-05-08,198358.758939194,450948.455940924,2026-04-28 22:32:45,I,03,폐업,2024-05-08 17:03:28,,2022-08-08,,서울특별시 중구 충무로*가 **-**,PHMG120223010033047000208,3010000,"서울특별시 중구 소공로 **, *층 (충무로*가)",04535,03,폐업,,,070-7432-0117,
십일번가(주),,197620.676444642,450361.506112161,2026-04-28 22:32:38,I,15,전출,2024-09-19 10:03:54,,2018-09-14,,서울특별시 중구 남대문로*가 ***,PHMG120183010033047000062,3010000,"서울특별시 중구 한강대로 ***, **층 ~ **층 (남대문로*가)",04637,05,제외/삭제/전출,,,02-6119-2020,
(주)제타이미징,2019-05-08,197556.202946679,451393.885452503,2026-04-28 22:32:25,I,03,폐업,2019-05-08 16:25:15,,2014-02-19,100-752,서울특별시 중구 서소문동 **번지 *호 신아빌딩 ***호,PHMG120143010033047000013,3010000,"서울특별시 중구 서소문로**길 **, ***호 (서소문동, 신아빌딩)",04515,03,폐업,,,,
(주)티아이씨코퍼레이션,2024-05-10,202185.725696826,451383.557087862,2026-04-28 22:32:34,I,03,폐업,2024-05-10 15:43:39,,2016-03-25,,서울특별시 중구 신당동 ***번지,PHMG120163010033047000027,3010000,"서울특별시 중구 왕십리로 *** (신당동, 하나주유소)",04580,03,폐업,,,02-2234-2912,60
골든광학,2013-05-20,197759.639582972,450654.567190681,2026-04-28 22:31:59,I,03,폐업,2013-05-20 18:11:01,,2005-06-22,100-095,서울특별시 중구 남대문로*가 ***번지 광덕빌딩 지하*-*호,PHMG120053010033047000031,3010000,"서울특별시 중구 세종대로*가길 ** (남대문로*가,광덕빌딩 지하*-*호)",,03,폐업,,,,
바이오엠티에이(BioMTA),,201064.963697104,450779.720971036,2026-04-28 22:32:12,I,13,영업중,2018-03-22 17:36:48,,2010-04-14,,서울특별시 중구 신당동 ***번지 *호 명덕빌딩 ***호,PHMG120103010033047000035,3010000,"서울특별시 중구 다산로 ***, 명덕빌딩 ***호 (신당동)",04608,01,영업/정상,,,,
아이야유니온 주식회사,,197786.630049666,451192.227609488,2026-04-28 22:32:46,I,13,영업중,2025-06-12 11:10:48,,2021-11-03,,서울특별시 중구 서소문동 *** 태평로빌딩,PHMG120243010033047000041,3010000,"서울특별시 중구 세종대로 **, 태평로빌딩 **층 (서소문동)",04514,01,영업/정상,,,,
PD인터내셔날,2009-08-17,,,2026-04-28 22:31:59,I,24,직권폐업,2010-04-01 14:13:25,,2005-03-15,,"서울특별시 중구 봉래동*가 **, 덴탈프라자 ***-*호",PHMG120053010033047000019,3010000,,,04,취소/말소/만료/정지/중지,,,,
인성메디텍,,199419.643695968,451319.55169995,2026-04-28 22:32:36,I,15,전출,2018-10-04 17:41:11,,2017-07-17,,서울특별시 중구 인현동*가 **번지 **호 *층,PHMG120173010033047000056,3010000,"서울특별시 중구 마른내로 **, *층 (인현동*가)",04556,05,제외/삭제/전출,,,,
닥터히어링,2010-02-01,201030.121806992,450551.153239139,2026-04-28 22:32:11,I,03,폐업,2010-02-01 17:11:24,,2009-11-04,100-454,서울특별시 중구 신당*동 ***번지 ***호 지층,PHMG120093010033047000077,3010000,"서울특별시 중구 다산로**길 * (신당동,지층)",,03,폐업,,,,
(주)제이더블유커뮤니케이션스,,199096.873608411,451430.950357021,2026-04-28 22:32:45,I,13,영업중,2025-03-17 10:51:32,,2023-03-20,,서울특별시 중구 저동*가 *-*,PHMG120233010033047000029,3010000,"서울특별시 중구 을지로**길 **, *층 알****호 (저동*가)",04550,01,영업/정상,,,,
(주)엘씨코리아,2019-12-30,197761.352668418,450694.317526664,2026-04-28 22:32:25,I,24,직권폐업,2019-12-31 14:45:40,,2013-10-02,100-704,서울특별시 중구 남대문로*가 ***번지 단암빌딩 *층,PHMG120133010033047000055,3010000,"서울특별시 중구 소월로 **, *층 (남대문로*가)",04527,04,취소/말소/만료/정지/중지,,,,
(주)유비어스글로벌,,198623.369754854,450781.146728928,2026-04-28 22:32:39,I,15,전출,2024-07-02 16:52:46,,2020-04-14,,서울특별시 중구 남산동*가 **번지 **호,PHMG120203010033047000038,3010000,"서울특별시 중구 퇴계로**길 **, ***호 (남산동*가)",04631,05,제외/삭제/전출,,,02-1522-4888,
덴탈비앤비,2017-05-15,197457.904578738,450796.095585323,2026-04-28 22:32:13,I,03,폐업,2017-05-15 16:40:38,,2010-09-08,100-130,서울특별시 중구 순화동 ***번지 **호 방원빌딩  ***호,PHMG120103010033047000092,3010000,"서울특별시 중구 칠패로 **, ***호 (순화동,방원빌딩)",,03,폐업,,,,
(주)코리아세븐 동국대점,2021-11-30,199780.053397083,451065.831247269,2026-04-28 22:32:42,I,03,폐업,2021-11-30 15:58:04,,2021-05-04,,서울특별시 중구 충무로*가 **-*,PHMG120213010033047000053,3010000,"서울특별시 중구 서애로 *, *층 (충무로*가)",04624,03,폐업,,,,
코웨이002브랜치,2015-05-28,200182.534630661,451347.193947525,2026-04-28 22:32:24,I,03,폐업,2015-05-28 18:10:20,,2013-05-02,100-400,서울특별시 중구 쌍림동 ***번지 *호 한림빌딩 *층,PHMG120133010033047000029,3010000,"서울특별시 중구 동호로 *** (쌍림동, 한림빌딩 *층)",,03,폐업,,,02-564-6722,
웰빙케어,2014-09-30,199367.773493795,451569.417425955,2026-04-28 22:32:12,I,24,직권폐업,2014-10-06 10:48:10,,2010-06-25,100-849,서울특별시 중구 을지로*가 ***번지 *호 을지로지하상가 ***호,PHMG120103010033047000062,3010000,서울특별시 중구 을지로 지하 *** (을지로*가),,04,취소/말소/만료/정지/중지,,,22633778,
덴트몰,2010-09-28,197492.284660717,450726.689913465,2026-04-28 22:31:59,I,24,직권폐업,2011-12-26 17:50:36,,2005-07-11,100-161,서울특별시 중구 봉래동*가 **번지 덴탈프라자 ***호,PHMG120053010033047000042,3010000,"서울특별시 중구 세종대로*길 **, ***호 (봉래동*가,덴탈프라자)",,04,취소/말소/만료/정지/중지,,,,
세븐일레븐 을지로광희점,,200512.795405829,451530.475112352,2026-04-28 22:32:45,I,13,영업중,2022-11-24 22:27:28,,2022-11-24,,서울특별시 중구 을지로*가 **-*,PHMG120223010033047000249,3010000,"서울특별시 중구 을지로 ***, *층 (을지로*가)",04561,01,영업/정상,,,02-2265-5430,
(주)노트커뮤니케이션,,199097.276818501,451645.274277074,2026-04-28 22:32:36,I,15,전출,2022-01-06 20:30:29,,2017-06-21,,서울특별시 중구 수표동 **번지 *호 동화빌딩 ***호,PHMG120173010033047000051,3010000,"서울특별시 중구 을지로**길 **, *층 ***호 (수표동)",04543,05,제외/삭제/전출,,,070-7782-2740,
재이트레이딩(주),2025-02-06,197620.648923884,450919.874344114,2026-04-28 22:32:39,I,03,폐업,2025-02-06 15:44:46,,2019-08-08,,서울특별시 중구 남대문로*가 **번지 대한서울상공회의소,PHMG120193010033047000064,3010000,"서울특별시 중구 세종대로 **, 대한서울상공회의소 *층 (남대문로*가)",04513,03,폐업,,,02-3406-0081,
㈜리브로,2019-12-30,198477.517150403,451579.634210825,2026-04-28 22:31:57,I,24,직권폐업,2019-12-31 11:12:42,,2002-02-25,100-787,서울특별시 중구 을지로*가 *번지,PHMG120023010033047000004,3010000,서울특별시 중구 을지로 ** (을지로*가),04539,04,취소/말소/만료/정지/중지,,,,
㈜디앤아이컨피던스,2024-01-26,197462.198757043,450878.211786274,2026-04-28 22:32:04,I,24,직권폐업,2024-01-29 15:57:50,,2008-02-19,100-130,서울특별시 중구 순화동 ***번지 포스코더샵 B동 ***호,PHMG120083010033047000014,3010000,"서울특별시 중구 칠패로 **, B동 ***호 (순화동, 포스코더샵)",04511,04,취소/말소/만료/정지/중지,,,21198771,
크리덴탈,,197462.198757043,450878.211786274,2026-04-28 22:32:42,I,13,영업중,2021-05-13 13:12:31,,2011-03-17,,서울특별시 중구 순화동 *** 순화동더샵,PHMG120213010033047000092,3010000,"서울특별시 중구 칠패로 **, 순화동더샵 ***호 (순화동)",04511,01,영업/정상,,,02-365-2872,48.05
제이엠옵티칼,,197759.639582972,450654.567190681,2026-04-28 22:32:37,I,13,영업중,2018-02-07 13:47:24,,2018-02-01,,서울특별시 중구 남대문로*가 ***번지 광덕빌딩 ***호,PHMG120183010033047000005,3010000,"서울특별시 중구 세종대로*가길 **, 광덕빌딩 ***호 (남대문로*가)",04527,01,영업/정상,,,02-318-4403,
(주)올메디,,197551.259851612,450755.647208315,2026-04-28 22:32:30,I,15,전출,2016-06-08 17:35:10,,2015-01-27,100-161,서울특별시 중구 봉래동*가 **번지 *,PHMG120153010033047000013,3010000,"서울특별시 중구 세종대로*길 **, *층 (봉래동*가)",04512,05,제외/삭제/전출,,,02-6235-7900,
미담(MIDAM),,201273.694367641,451207.31987784,2026-04-28 22:32:34,I,13,영업중,2016-05-16 10:40:05,,2016-05-13,,서울특별시 중구 신당동 ***번지 **호,PHMG120163010033047000044,3010000,"서울특별시 중구 다산로 ***, ***호 (신당동, 신당빌딩)",04611,01,영업/정상,,,,
주식회사리라파트너스코리아,,198490.512404745,451316.412077837,2026-04-28 22:32:46,I,13,영업중,2025-11-21 17:46:59,,2025-11-19,,서울특별시 중구 명동*가 **-* 개양빌딩,PHMG120253010033047000064,3010000,"서울특별시 중구 명동*길 *, 개양빌딩 ***호 (명동*가)",04534,01,영업/정상,,,,
(주)오렌지사이언티픽,,200247.098067944,451193.482960446,2026-04-28 22:32:39,I,13,영업중,2020-05-07 10:50:05,,2020-05-06,,서울특별시 중구 쌍림동 ***번지 **호 쌍림빌딩,PHMG120203010033047000045,3010000,"서울특별시 중구 퇴계로 ***, 쌍림빌딩 *층 ***호 (쌍림동)",04615,01,영업/정상,,,02-2285-0174,
(주)디엘,2025-08-24,198646.936232213,451195.13134965,2026-04-28 22:32:45,I,03,폐업,2025-08-20 15:18:29,,2023-11-16,,서울특별시 중구 명동*가 *-*,PHMG120233010033047000097,3010000,"서울특별시 중구 명동**길 **-*, *층 (명동*가)",04537,03,폐업,,,02-3789-7879,
㈜태양메디텍 남대문지점,2022-06-21,197536.670589063,450641.791099558,2026-04-28 22:32:03,I,03,폐업,2022-06-21 18:12:52,,2007-08-13,100-800,서울특별시 중구 남대문로*가 **번지 **호,PHMG120073010033047000035,3010000,서울특별시 중구 세종대로*길 * (남대문로*가),04512,03,폐업,,,,
콤마더문명동,,198659.446197759,451198.789321829,2026-04-28 22:32:46,I,13,영업중,2025-04-07 10:05:27,,2025-04-02,,서울특별시 중구 명동*가 *-*,PHMG120253010033047000024,3010000,"서울특별시 중구 명동**길 **-*, *층 (명동*가)",04537,01,영업/정상,,,,
(주)에이투메디컬,2023-10-13,197490.639447916,450617.158990348,2026-04-28 22:32:10,I,03,폐업,2023-10-13 14:34:03,,2009-07-27,100-800,서울특별시 중구 남대문로*가 **번지 *호 덴탈아트빌딩 *층,PHMG120093010033047000051,3010000,"서울특별시 중구 통일로 **-*, *층 (남대문로*가, 덴탈아트빌딩)",04512,03,폐업,,,,
(주)비지에프휴먼넷 을지로데코프라자점,2016-12-30,199448.102922035,451548.668257947,2026-04-28 22:32:29,I,03,폐업,2016-12-30 13:46:10,,2014-11-18,100-847,"서울특별시 중구 을지로*가 ***번지 *호 중앙데코프라자 ***,***호",PHMG120143010033047000148,3010000,"서울특별시 중구 을지로 ***, ***,***호 (을지로*가, 중앙데코프라자)",04549,03,폐업,,,,
씨유 청구이편한점,2016-12-30,201275.134194529,450917.542054962,2026-04-28 22:32:32,I,03,폐업,2016-12-30 13:46:52,,2015-10-30,,서울특별시 중구 신당동 ***번지 **호,PHMG120153010033047000129,3010000,서울특별시 중구 청구로*길 ** (신당동),04586,03,폐업,,,02-2231-0477,
㈜롯데닷컴,2018-08-01,199540.014446067,451538.669466551,2026-04-28 22:31:57,I,03,폐업,2018-08-01 11:37:25,,2001-04-13,100-786,서울특별시 중구 을지로*가 ***번지 **호 삼풍빌딩 *층,PHMG120013010033047000009,3010000,"서울특별시 중구 을지로 ***, *층 (을지로*가, 삼풍빌딩)",04548,03,폐업,,,02-3668-8872,
지에스25(GS25) S6신당역점,2024-09-11,201363.777556422,451662.510762256,2026-04-28 22:32:44,I,03,폐업,2024-09-11 16:08:16,,2022-04-19,,서울특별시 중구 흥인동 ***-*,PHMG120223010033047000146,3010000,"서울특별시 중구 다산로 지하***, B* ***호 (흥인동)",04570,03,폐업,,,02-2233-2022,
왕가네몰,2022-08-11,199810.591813598,451300.59780961,2026-04-28 22:32:40,I,03,폐업,2022-08-11 14:52:15,,2021-03-16,,서울특별시 중구 예관동 **-** 동림비즈센터,PHMG120213010033047000026,3010000,"서울특별시 중구 창경궁로 **-*, 동림비즈센터 *층 ***호 (예관동)",04559,03,폐업,,,,
코스모덴탈,2014-12-01,197462.198757043,450878.211786274,2026-04-28 22:32:20,I,03,폐업,2014-12-01 18:13:40,,2011-06-17,100-130,서울특별시 중구 순화동 ***번지 포스코더샵 B동 ***(일호,PHMG120113010033047000045,3010000,"서울특별시 중구 칠패로 **, B동 *층 ***(일부)호 (순화동, 포스코더샵)",,03,폐업,,,20688946,
태원 메디칼,,201852.931048042,450855.26449377,2026-04-28 22:32:39,I,15,전출,2021-05-11 16:11:10,,2020-05-11,,서울특별시 중구 신당동 ***번지 현대아파트,PHMG120203010033047000047,3010000,"서울특별시 중구 다산로**길 ***, *층 ***호 (신당동, 현대아파트)",04582,05,제외/삭제/전출,,,,
카디널헬스코리아(유),,197408.038213908,450940.510965994,2026-04-28 22:32:38,I,13,영업중,2022-11-23 17:33:29,,2019-01-02,,서울특별시 중구 순화동 ***,PHMG120193010033047000001,3010000,"서울특별시 중구 통일로*길 **, *층 (순화동)",04511,01,영업/정상,,,02-6190-5546,
메디라이프,2020-04-20,199144.206302731,451235.603181108,2026-04-28 22:32:39,I,03,폐업,2020-04-20 14:04:35,,2020-03-20,,서울특별시 중구 저동*가 **번지 *호 센트럴에쓰 *층 ***호,PHMG120203010033047000021,3010000,"서울특별시 중구 퇴계로**길 **, 센트럴에쓰 *층 ***호 (저동*가)",04555,03,폐업,,,,
페도솔루션(주),2019-12-30,198170.661094714,451256.151029714,2026-04-28 22:32:32,I,24,직권폐업,2019-12-31 17:37:50,,2015-11-02,,서울특별시 중구 소공동 **번지 *호,PHMG120153010033047000131,3010000,"서울특별시 중구 소공로 **, *층 (소공동, 지에스지빌딩)",04532,04,취소/말소/만료/정지/중지,,,02-3497-1756,
덴탈-몰,2011-10-05,197492.284660717,450726.689913465,2026-04-28 22:32:21,I,03,폐업,2011-10-20 11:14:42,,2011-09-22,100-161,서울특별시 중구 봉래동*가 **번지 메리츠화재*빌딩***호,PHMG120113010033047000074,3010000,"서울특별시 중구 세종대로*길 ** (봉래동*가,메리츠화재*빌딩***호)",,03,폐업,,,,
주식회사 딜리버리케어,,197566.025174596,450801.904665575,2026-04-28 22:32:40,I,15,전출,2022-07-22 10:35:57,,2019-08-13,,서울특별시 중구 봉래동*가 *-** 연세봉래빌딩,PHMG120203010033047000090,3010000,"서울특별시 중구 칠패로 **, 연세봉래빌딩 *층 (봉래동*가)",04512,05,제외/삭제/전출,,,,
온누리덴탈,,197185.178805798,450729.302106846,2026-04-28 22:31:57,I,13,영업중,2025-11-05 13:02:58,,2002-04-10,,서울특별시 중구 중림동 **,PHMG120023010033047000007,3010000,"서울특별시 중구 청파로 ***, ***호 (중림동)",04507,01,영업/정상,,,,
주식회사 플리앤드,2023-10-20,198459.656304955,451484.997004171,2026-04-28 22:32:45,I,03,폐업,2023-10-20 16:44:15,,2023-10-11,,서울특별시 중구 을지로*가 *** 을지 한국빌딩,PHMG120233010033047000086,3010000,"서울특별시 중구 을지로 **, 을지 한국빌딩 ****호 (을지로*가)",04534,03,폐업,,,,
(주)코리아세븐 신당3호점,2019-10-15,201143.417111499,450593.662627536,2026-04-28 22:32:28,I,03,폐업,2019-10-17 18:12:39,,2014-11-05,100-826,서울특별시 중구 신당동 ***번지 **호 동성빌딩 *층,PHMG120143010033047000114,3010000,"서울특별시 중구 다산로**길 **, *층 (신당동, 동성빌딩)",04591,03,폐업,,,02-2233-6104,
수정메디,,200724.333286678,450384.666336412,2026-04-28 22:32:33,I,13,영업중,2017-01-01 16:07:33,,2015-12-21,,서울특별시 중구 신당동 ***번지 **호 ***호,PHMG120153010033047000148,3010000,"서울특별시 중구 동호로**길 **-**, ***호 (신당동)",04598,01,영업/정상,,,,
주식회사 엠펠 테팔브라운(롯데본점),2025-02-13,198259.65357739,451392.198218657,2026-04-28 22:32:38,I,03,폐업,2025-02-13 14:32:12,,2018-06-27,,서울특별시 중구 소공동 *번지 롯데호텔,PHMG120183010033047000043,3010000,"서울특별시 중구 을지로 **, 롯데호텔 *층 (소공동)",04533,03,폐업,,,02-772-3925,
에이블메디칼,2014-01-03,199575.840998088,450848.039243807,2026-04-28 22:32:12,I,03,폐업,2014-01-03 18:04:46,,2010-04-29,100-272,서울특별시 중구 필동*가 **번지 *호 원일빌딩  ***호,PHMG120103010033047000038,3010000,"서울특별시 중구 필동로 **, ***호 (필동*가,원일빌딩)",,03,폐업,,,,
부자마을,2024-05-29,201823.908977364,452076.818664092,2026-04-28 22:32:40,I,03,폐업,2024-05-29 10:02:26,,2020-11-26,,서울특별시 중구 황학동 **** 롯데캐슬베네치아,PHMG120203010033047000111,3010000,"서울특별시 중구 청계천로 ***, ***동 ****호 (황학동, 롯데캐슬베네치아)",04572,03,폐업,,,,
(주)코리아세븐 중구삼화점,2025-07-11,198591.48750042,451623.0201872,2026-04-28 22:32:45,I,03,폐업,2025-07-11 13:21:53,,2022-12-05,,서울특별시 중구 을지로*가 ***,PHMG120223010033047000254,3010000,"서울특별시 중구 을지로*길 **, B***호 (을지로*가)",04539,03,폐업,,,,
㈜피디치과상사,,197462.198757043,450878.211786274,2026-04-28 22:32:03,I,13,영업중,2017-06-30 09:14:51,,2007-07-25,,서울특별시 중구 순화동 ***번지 *층  ***호,PHMG120073010033047000027,3010000,"서울특별시 중구 칠패로 **, *층 ***호 (순화동, 순화동 the# 주상복합)",04511,01,영업/정상,,,,
지엑시,2019-12-30,199229.920454832,451163.795783446,2026-04-28 22:32:00,I,24,직권폐업,2019-12-31 17:33:06,,2006-02-15,100-013,서울특별시 중구 충무로*가 **번지 *호 덕성빌딩 *층,PHMG120063010033047000008,3010000,"서울특별시 중구 수표로*길 **, *층 (충무로*가, 덕성빌딩)",04554,04,취소/말소/만료/정지/중지,,,22747177,
