»ç¾÷Àå¸í,Æó¾÷ÀÏÀÚ,ÁÂÇ¥X,ÁÂÇ¥Y,µ¥ÀÌÅÍ°»½Å½ÃÁ¡,µ¥ÀÌÅÍ°»½Å±¸ºÐ,»ó¼¼¿µ¾÷»óÅÂÄÚµå,»ó¼¼¿µ¾÷»óÅÂ¸í,ÃÖÁ¾¼öÁ¤½ÃÁ¡,ÀÎÇã°¡Ãë¼ÒÀÏÀÚ,ÀÎÇã°¡ÀÏÀÚ,¼ÒÀçÁö¿ìÆí¹øÈ£,Áö¹øÁÖ¼Ò,°ü¸®¹øÈ£,°³¹æÀÚÄ¡´ÜÃ¼ÄÚµå,µµ·Î¸íÁÖ¼Ò,µµ·Î¸í¿ìÆí¹øÈ£,¿µ¾÷»óÅÂ±¸ºÐÄÚµå,¿µ¾÷»óÅÂ¸í,ÈÞ¾÷½ÃÀÛÀÏÀÚ,ÈÞ¾÷Á¾·áÀÏÀÚ,¼ÒÀçÁöÀüÈ­¹øÈ£,ÃÑ±Ô¸ð
ÇÑÁ¶¸Þµð,,196931.854196185,451813.489945391,2026-04-26 22:32:23,I,15,ÀüÃâ,2018-05-03 17:44:21,,2017-08-09,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Æòµ¿ **¹øÁö,PHMG120173000034047000044,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °æ±³Àå±æ **, ****È£ (Æòµ¿, °æÈñ±ÃÀÚÀÌÆÓ¸®½º¿¡ºñ´º*´ÜÁö)",03180,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,070-7720-2027,
GS25Á¾·Î³»¼öÁ¡,2024-06-25,197567.747824202,452347.973860449,2026-04-26 22:32:29,I,03,Æó¾÷,2024-06-25 15:26:50,,2022-02-28,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ³»¼öµ¿ ** ¿ëºñ¾îÃµ°¡ ***È£,PHMG120223000034047000074,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »õ¹®¾È·Î*±æ **, ***È£ (³»¼öµ¿, ¿ëºñ¾îÃµ°¡)",03173,03,Æó¾÷,,,02-2272-7283,
´ÙºñÄ¡È÷¾î¸µ º¸Ã»±â ¸Á¿ì»ç°Å¸®Á¡,,208661.161795348,455280.403062501,2026-04-26 22:32:23,I,13,¿µ¾÷Áß,2025-01-14 15:47:21,,2019-03-25,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìµ¿ ***¹øÁö **È£ *Ãþ,PHMG120193060034047000014,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ì·Î ***, *Ãþ (¸Á¿ìµ¿)",02072,01,¿µ¾÷/Á¤»ó,,,02-433-9485,
¸ÞµðÁ¸,,207265.548012042,453869.73876459,2026-04-26 22:32:17,I,13,¿µ¾÷Áß,2016-05-18 10:37:54,,2016-05-13,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö *È£ ***È£,PHMG120163060034047000025,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ °âÀç·Î ***, ***È£ (¸é¸ñµ¿, ÇÑ¹Ð±³È¸ ¼º°á)",02216,01,¿µ¾÷/Á¤»ó,,,,
Á¦ÀÌ¿¡½º,,208330.35418254,456814.922480529,2026-04-26 22:32:35,I,13,¿µ¾÷Áß,2025-03-24 15:03:01,,2025-03-24,,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ *** µÎ»ê, È­¼º¾ÆÆÄÆ®",PHMG120253060034047000020,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»·Î ***, ***µ¿ ***È£ (½Å³»µ¿, µÎ»ê, È­¼º¾ÆÆÄÆ®)",02025,01,¿µ¾÷/Á¤»ó,,,,
µ¿´ë¹®ÀÇ·á±â,,200646.49475907,452116.325927526,2026-04-26 22:31:58,I,13,¿µ¾÷Áß,2014-03-04 10:56:02,,1996-12-09,110-126,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ **¹øÁö *È£,PHMG119963000034047000007,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î ***-* (Á¾·Î*°¡),03124,01,¿µ¾÷/Á¤»ó,,,02-762-7016,
¼¼ºìÀÏ·¹ºì Á¾·ÎÀÌÈ­Á¡,2017-10-31,199987.711034733,452656.293375943,2026-04-26 22:32:17,I,03,Æó¾÷,2017-10-31 17:24:30,,2014-11-26,110-460,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¿¬°Çµ¿ ***¹øÁö,PHMG120143000034047000112,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ À²°î·Î *** (¿¬°Çµ¿),03081,03,Æó¾÷,,,02-742-9669,
Á¦ÀÌÇÇÅ´ÄÚÆÛ·¹ÀÌ¼Ç,2024-06-14,198913.496136105,452416.170780139,2026-04-26 22:32:26,I,03,Æó¾÷,2024-06-14 10:23:20,,2020-11-03,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ³«¿øµ¿ **-* Á¾·Î¿ÀÇÇ½ºÅÚ ****È£,PHMG120213000034047000014,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »ïÀÏ´ë·Î**±æ **, ****È£ (³«¿øµ¿, Á¾·Î¿ÀÇÇ½ºÅÚ)",03132,03,Æó¾÷,,,02-2663-6631,
½ºÅ¸Å°º¸Ã»±â Áß¶û¼¾ÅÍ,2018-07-24,207690.559936404,453968.738064345,2026-04-26 22:32:19,I,03,Æó¾÷,2018-07-24 16:58:13,,2017-04-05,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö *È£ *Ãþ,PHMG120173060034047000018,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î *** (¸é¸ñµ¿, *Ãþ)",02197,03,Æó¾÷,,,,
(ÁÖ)Áö¿¡½º¸®Å×ÀÏ ¶ö¶óºí¶ó ¸é¸ñ¿ªÁ¡,2019-10-24,207645.722842711,454104.53657088,2026-04-26 22:32:19,I,03,Æó¾÷,2019-10-24 16:42:25,,2017-06-01,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö *È£ ¸é¸ñ¿ª,PHMG120173060034047000028,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î ÁöÇÏ ***, ¸é¸ñ¿ª (¸é¸ñµ¿)",02146,03,Æó¾÷,,,02-496-7555,
GS25 »óºÀ¼Û¸²Á¡,,208335.490181724,455234.627072326,2026-04-26 22:32:35,I,13,¿µ¾÷Áß,2025-06-17 13:12:33,,2025-06-17,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ **-**,PHMG120253060034047000039,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¼Û¸²±æ *, *Ãþ (»óºÀµ¿)",02086,01,¿µ¾÷/Á¤»ó,,,,89
ÀÏ¼º¸ÞµðÄ®,,199321.4036677,451985.646550196,2026-04-26 22:32:24,I,13,¿µ¾÷Áß,2021-06-18 09:54:01,,2018-09-07,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ *** ***È£,PHMG120183000034047000031,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î ***, ***È£ (Á¾·Î*°¡)",03193,01,¿µ¾÷/Á¤»ó,,,02-2279-5645,
ÇØ±¤¸ÞµðÄ®,2017-01-05,206631.89025988,454688.297580107,2026-04-26 22:32:12,I,03,Æó¾÷,2017-01-05 20:57:17,,2013-01-22,131-878,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­µ¿ ***¹øÁö *È£ *Ãþ *È£,PHMG120133060034047000007,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ Áß¶ûÃµ·Î**±æ **, *Ãþ *È£ (ÁßÈ­µ¿, ¹ü¾çÇÁ·¹Ã¼)",02116,03,Æó¾÷,,,070-8828-3283,
¼­¿ø¸ÞµðÄ®,2010-09-03,208072.57784615,454037.335434828,2026-04-26 22:32:05,I,03,Æó¾÷,2010-09-03 15:07:53,,2009-11-13,131-815,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñº»µ¿ **¹øÁö ***È£,PHMG120093060034047000072,3060000,,,03,Æó¾÷,,,,
¹é¼¼¹ÌÀÎ¸ÞµðÄ®,2012-08-22,208382.786370061,453851.079850661,2026-04-26 22:32:06,I,03,Æó¾÷,2012-08-22 13:25:08,,2010-04-20,131-812,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ*.*µ¿ **¹øÁö *È£ *Ãþ,PHMG120103060034047000030,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¿ë¸¶»ê·Î ***, *Ãþ (¸é¸ñµ¿)",,03,Æó¾÷,,,,
Ãµ¿ì¹«¿ª,,208361.266984033,454664.257566162,2026-04-26 22:32:34,I,13,¿µ¾÷Áß,2025-02-19 16:36:24,,2025-02-19,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìµ¿ ***-**,PHMG120253060034047000011,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀ¿ìÀç·Î**±æ *, *Ãþ (¸Á¿ìµ¿)",02174,01,¿µ¾÷/Á¤»ó,,,,59.45
´ë¸í½Ç¾÷,2011-02-01,207205.062089881,454511.14656096,2026-04-26 22:31:56,I,03,Æó¾÷,2011-02-01 13:46:36,,1994-12-17,131-860,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀ*µ¿ ***¹øÁö **È£,PHMG119943060034047000001,3060000,,,03,Æó¾÷,,,02-434-9580,26.3
Åõ¿¤ÇÇ ÁÖ½ÄÈ¸»ç,,201898.977448681,452274.691734276,2026-04-26 22:32:33,I,15,ÀüÃâ,2023-11-29 17:05:24,,2021-12-08,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼þÀÎµ¿ ****,PHMG120223000034047000203,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ³­°è·Î**±æ **, ÇÑ¶ó¿îÁ¾°¡ *Ãþ ***È£ (¼þÀÎµ¿)",03116,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,,
µð¿¡ÀÌÄ¡(DH)Ä¿¹Â´ÏÄÉÀÌ¼Ç,2014-02-18,201926.215502116,452642.472322987,2026-04-26 22:32:14,I,24,Á÷±ÇÆó¾÷,2014-02-18 17:19:14,,2012-08-30,110-827,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼þÀÎ*µ¿ ****¹øÁö µ¿º¸ºôµù ***È£,PHMG120123000034047000039,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î ***, ***È£ (¼þÀÎµ¿, µ¿º¸ºôµù)",,04,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,,,1599-6411,
½Ã¸ó¸Þµð,2014-05-15,208610.937824183,454494.16172102,2026-04-26 22:32:09,I,03,Æó¾÷,2014-07-09 14:16:01,,2011-05-04,131-800,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìº»µ¿ ***¹øÁö ÁÖ¾ÏÇØºì¾ÆÆÄÆ® »ó°¡ ***È£,PHMG120113060034047000019,3060000,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¿ë¸¶»ê·Î *** (¸Á¿ìµ¿),,03,Æó¾÷,,,,
±×¸°¿¡½º,2013-02-20,206490.785290292,456373.540744485,2026-04-26 22:32:11,I,03,Æó¾÷,2013-02-20 17:50:30,,2012-11-30,131-852,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ ***¹øÁö **È£ ***È£,PHMG120123060034047000047,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î***±æ **, ***È£ (¹¬µ¿)",,03,Æó¾÷,,,,
¾¾À¯ ½Å³»µ¿¼ºÁ¡,2015-04-21,208501.553024879,456266.051775809,2026-04-26 22:32:15,I,03,Æó¾÷,2015-04-21 16:09:40,,2014-11-12,131-867,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ ***¹øÁö,PHMG120143060034047000106,3060000,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀÈ­»ê·Î**±æ ** (½Å³»µ¿),,03,Æó¾÷,,,02-437-0314,
Á¶ÀÏ ÅØ,,199878.668537625,453693.071412414,2026-04-26 22:31:58,I,13,¿µ¾÷Áß,2018-06-14 14:17:00,,1994-11-23,110-530,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¸í·û*°¡ *¹øÁö »ó°¡µ¿ *Ãþ  *È£,PHMG119943000034047000005,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÇýÈ­·Î*±æ **, »ó°¡µ¿ *Ãþ *È£ (¸í·û*°¡, ¾Æ³²¾ÆÆÄÆ®)",03075,01,¿µ¾÷/Á¤»ó,,,02-766-3367,
(ÁÖ)´ëÈ£¸ÞµðÄ®¶óÀÎ,2017-04-10,206869.287313739,455829.238394798,2026-04-26 22:32:05,I,03,Æó¾÷,2017-04-10 15:35:16,,2010-01-05,131-881,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­*µ¿ ***¹øÁö *È£ *Ãþ,PHMG120103060034047000002,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î ***-*, *Ãþ (ÁßÈ­µ¿)",02014,03,Æó¾÷,,,,
½¡ÀÇÈû(¸é¸ñÁöÁ¡),,207700.93278819,453492.198375035,2026-04-26 22:32:19,I,15,ÀüÃâ,2017-11-27 15:53:31,,2017-01-19,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö **È£,PHMG120163060034047000075,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î ***, ÁöÃþ ***È£ (¸é¸ñµ¿, »ïÀÏ¾ÆÆÄÆ®)",02221,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,02-437-9915,
(ÁÖ)ÄÚ¸®¾Æ¼¼ºì ´ºÁ¾·Î6°¡Á¡,,200538.943145031,452120.113020871,2026-04-26 22:32:31,I,13,¿µ¾÷Áß,2025-09-22 16:23:09,,2022-06-02,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ ***-*,PHMG120223000034047000106,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î**±æ *, *Ãþ (Á¾·Î*°¡)",03124,01,¿µ¾÷/Á¤»ó,,,,
¾Æ¹Ù,2006-10-27,208716.97846314,455363.539534818,2026-04-26 22:31:59,I,03,Æó¾÷,2009-07-24 14:45:19,,2006-02-20,131-868,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»*µ¿ ***¹øÁö **È£,PHMG120063060034047000033,3060000,,,03,Æó¾÷,,,0505-417-8456,
³×¿ÀÅ×Å©,2007-08-23,207357.595177869,457462.766652935,2026-04-26 22:31:57,I,03,Æó¾÷,2009-07-23 13:45:07,,2003-11-03,131-846,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬*µ¿ *¹øÁö ÇöÈ¤ÇÐ´çºôµù ***È£,PHMG120033060034047000037,3060000,,,03,Æó¾÷,,,02-975-1428,75
ÇÇ¿£¿¡ÀÌÄÚÇÁ,2011-12-15,,,2026-04-26 22:32:11,I,03,Æó¾÷,2011-12-15 11:00:54,,2011-06-17,110-873,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ³»¼öµ¿ °æÈñ±ÃÀÇ¾ÆÄ§*´ÜÁö ¿ÀÇÇ½ºÅÚ ***È£,PHMG120113000034047000026,3000000,,,03,Æó¾÷,,,02-730-2005,
(ÁÖ)¸ÞµðÄÃ½ºÅä¸®,2025-12-31,206861.414070014,456588.764814523,2026-04-26 22:32:20,I,03,Æó¾÷,2026-01-05 10:57:52,,2017-09-04,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ ***¹øÁö *È£ ***È£,PHMG120173060034047000046,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ °ø¸ª·Î*±æ *-**, *Ãþ *È£ (¹¬µ¿)",02037,03,Æó¾÷,,,02-3431-7101,
(ÁÖ)ÄÚ¸®¾Æ¼¼ºì Áß¶û½Å³»·ÎÁ¡,2024-08-26,208481.796116587,455288.173094563,2026-04-26 22:32:30,I,03,Æó¾÷,2024-08-26 15:45:39,,2022-07-26,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ ***-*,PHMG120223060034047000168,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»·Î *, *Ãþ (½Å³»µ¿)",02086,03,Æó¾÷,,,,
Çý´ç»ýÈ°°úÇÐ,2021-03-30,207774.741772209,454092.697291217,2026-04-26 22:32:23,I,03,Æó¾÷,2021-08-26 16:10:56,,2019-05-13,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö **È£ °¡µ¿ *Ãþ ¿ìÃø ***È£,PHMG120193060034047000024,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î**±æ **, °¡µ¿ *Ãþ ¿ìÃø ***È£ (¸é¸ñµ¿)",02161,03,Æó¾÷,,,02-6367-9595,
¾¾¾Ø¾¾¸ÞµðÄ®,,200500.108631352,453077.956369421,2026-04-26 22:32:21,I,13,¿µ¾÷Áß,2017-03-17 15:34:34,,2017-03-16,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ µ¿¼þµ¿ ***¹øÁö ***È£ *Ãþ *È£,PHMG120173000034047000019,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ³«»ê*±æ **-*, *Ãþ *È£ (µ¿¼þµ¿)",03088,01,¿µ¾÷/Á¤»ó,,,02-747-1056,
´ëÈ£¾çÇà,,199289.140398032,451988.344564027,2026-04-26 22:31:57,I,13,¿µ¾÷Áß,2017-04-25 15:15:47,,1989-02-25,110-123,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ ***¹øÁö ***È£,PHMG119893000034047000001,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î ***-*, ***È£ (Á¾·Î*°¡)",03193,01,¿µ¾÷/Á¤»ó,,,02-525-8211,
¿¥ÇÇÄÚ¸®¾Æ(MP korea),,200386.164443904,452993.086265744,2026-04-26 22:32:36,I,13,¿µ¾÷Áß,2025-10-27 16:47:17,,2024-03-21,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ µ¿¼þµ¿ ***-*,PHMG120253000034047000054,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÀÌÈ­Àå±æ **-**, *Ãþ ***È£ (µ¿¼þµ¿)",03088,01,¿µ¾÷/Á¤»ó,,,,31.95
ÄËÁö¸ÞµðÄÚ½º,,207660.883688474,454911.110252938,2026-04-26 22:32:04,I,13,¿µ¾÷Áß,2024-09-12 16:26:31,,2009-07-29,131-859,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀ*µ¿ ***¹øÁö ÀÌÁöÆç¸®½º ***,PHMG120093060034047000038,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ì·Î ***, ***È£ (»óºÀµ¿, ÀÌÁöÆç¸®½º)",02148,01,¿µ¾÷/Á¤»ó,,,02-496-0130,
µ§Å»¸ô,2013-02-19,200839.059622716,452360.208541643,2026-04-26 22:32:13,I,24,Á÷±ÇÆó¾÷,2013-02-22 09:53:25,,2011-10-10,110-843,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã¢½Å*µ¿ ***¹øÁö *È£,PHMG120113000034047000051,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã¢½Å±æ **-* (Ã¢½Åµ¿),,04,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,,,,
¹ÙÀÌ¿À¼¿¿¡³ÊÁö¼¾ÅÍ,2019-09-30,200199.528812856,451980.604036907,2026-04-26 22:32:24,I,03,Æó¾÷,2019-09-30 17:02:38,,2018-12-07,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ ***¹øÁö *È£ Ã»¿À°¡¹æµµ¸Å»ó°¡,PHMG120183000034047000044,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã»°èÃµ·Î ***, Ã»¿À°¡¹æµµ¸Å»ó°¡ *Ãþ (Á¾·Î*°¡)",03196,03,Æó¾÷,,,02-2275-5982,
ÅÂ¸®¸ÞµðÄ®,,208190.031935025,454553.09758323,2026-04-26 22:32:17,I,15,ÀüÃâ,2019-11-11 16:42:31,,2015-07-03,131-807,¸Á¿ìµ¿ ***¹øÁö **È£,PHMG120153060034047000058,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀ·Î **, *Ãþ (¸Á¿ìµ¿)",02174,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,02-762-7574,
(ÁÖ)¸Þµð½ºÇÇµå±Û·Î¹ú,2025-07-17,197595.161312175,452460.054621887,2026-04-26 22:32:26,I,03,Æó¾÷,2025-07-17 14:57:03,,2015-06-22,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Àû¼±µ¿ *** ±¤È­¹® ÇÃ·¡Æ¼³Ñ ***È£,PHMG120203000034047000078,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »õ¹®¾È·Î*°¡±æ **, ±¤È­¹® ÇÃ·¡Æ¼³Ñ ***È£ ÀÏºÎ (Àû¼±µ¿)",03170,03,Æó¾÷,,,02-757-7500,
Áö¿¡½º(GS)25 »óºÀ´ë±¤Á¡,2020-12-30,207127.729801437,454555.683097599,2026-04-26 22:32:23,I,03,Æó¾÷,2020-12-30 15:53:30,,2019-06-12,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ ***¹øÁö **È£ *Ãþ,PHMG120193060034047000033,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î***±æ **, *Ãþ (»óºÀµ¿)",02139,03,Æó¾÷,,,,
´ÙÀº¸ÞµðÄ®,,200167.250987685,453600.876530872,2026-04-26 22:32:02,I,13,¿µ¾÷Áß,2020-09-21 11:16:42,,2005-09-28,110-530,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÇýÈ­µ¿ ***¹øÁö **È£,PHMG120053000034047000016,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ´ëÇÐ·Î**±æ **-* (ÇýÈ­µ¿),03084,01,¿µ¾÷/Á¤»ó,,,032-623-0895,
ÀÌºê´×,2024-12-20,207309.937062652,457012.96600598,2026-04-26 22:32:28,I,03,Æó¾÷,2024-12-20 18:01:11,,2022-05-23,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ *** ¼¼¹æ¾ÆÆÄÆ®,PHMG120223060034047000112,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¼÷¼±¿ËÁÖ·Î*±æ **, ***µ¿ ****È£ (¹¬µ¿, ¼¼¹æ¾ÆÆÄÆ®)",02030,03,Æó¾÷,,,,
¿¥¿£¿¡ÀÌÄ¡ÄÚÆÛ·¹ÀÌ¼Ç¢ß,2011-08-10,207418.221668514,454906.592570063,2026-04-26 22:32:03,I,24,Á÷±ÇÆó¾÷,2011-08-23 11:17:23,,2009-03-10,131-857,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀ*µ¿ ***¹øÁö **È£ *Ãþ,PHMG120093060034047000016,3060000,,,04,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,,,,
¿¥¾Øµð ½ºÅÙ´Ùµå,2015-07-15,208732.303564783,456173.052046934,2026-04-26 22:32:12,I,03,Æó¾÷,2015-07-15 09:25:16,,2013-04-19,131-866,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ ***¹øÁö *È£ ´ëÀ¯ºôµù *Ãþ,PHMG120133060034047000026,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀÈ­»ê·Î**±æ **, *Ãþ (½Å³»µ¿, ´ëÀ¯ºôµù)",,03,Æó¾÷,,,,
¿¡½º¾ËÄÁ¼³ÆÃ,2023-03-09,206878.954486415,457076.155865512,2026-04-26 22:32:24,I,03,Æó¾÷,2023-03-08 16:20:42,,2020-05-11,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ ***¹øÁö *È£ Áö½ºÅ¸ÆÓ¸®½º,PHMG120203060034047000027,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ Áß¶û¿ª·Î ***-**, ***È£ (¹¬µ¿, Áö½ºÅ¸ÆÓ¸®½º)",02032,03,Æó¾÷,,,,
Á¦ÀÏ»ó»ç,2010-03-02,209673.418475694,455527.448694527,2026-04-26 22:32:03,I,03,Æó¾÷,2010-03-02 11:06:16,,2009-06-19,131-800,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìº»µ¿ **¹øÁö **È£,PHMG120093060034047000030,3060000,,,03,Æó¾÷,,,02-4328-4030,
GS25¸é¸ñÇà¿îÁ¡,2016-12-13,208020.098584415,453927.170888966,2026-04-26 22:32:17,I,03,Æó¾÷,2016-12-13 13:56:08,,2016-01-04,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿,PHMG120163060034047000001,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ °âÀç·Î**±æ ** (¸é¸ñµ¿, È¨¸¶Æ®)",02198,03,Æó¾÷,,,,
Çö´ëº£½ºÆ®¼¥,,207946.779501265,454570.349122813,2026-04-26 22:32:34,I,02,ÈÞ¾÷,2025-08-18 13:19:34,,2022-04-13,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ **-** ¿µÈÆºôµù,PHMG120243060034047000040,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀ¿ìÀç·Î ***-*, ¿µÈÆºôµù *Ãþ (¸é¸ñµ¿)",02156,02,ÈÞ¾÷,2025-08-18,2026-08-18,,
Á¦ÀÌµð ¸ÞµðÄÃ,2014-05-12,207109.243391599,452576.27690408,2026-04-26 22:32:11,I,03,Æó¾÷,2014-05-12 11:02:09,,2012-10-04,131-830,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö *È£,PHMG120123060034047000041,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ´ä½Ê¸®·Î**±æ **, *Ãþ (¸é¸ñµ¿)",,03,Æó¾÷,,,070-4063-2149,
¿ä±â±Â,,207205.900556618,453852.775442564,2026-04-26 22:32:20,I,13,¿µ¾÷Áß,2018-06-20 11:11:21,,2018-02-05,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö *È£ *Ãþ***È£,PHMG120183060034047000003,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ °âÀç·Î ***, *Ãþ ***È£ (¸é¸ñµ¿)",02216,01,¿µ¾÷/Á¤»ó,,,,
